,Bal,Brick,Dist,District,Floor,Kitsp,Livesp,Metrdist,New,Nfloors,Price,Totsp,Walk,lat,lon,rooms
0,1,,2900.122260586704,1,9,35,45,9,0,1,25000000,83,1.0,55.776006,37.646274,3
1,1,1.0,4126.20425113886,1,6,15,100,7,0,1,133846440,147,1.0,55.723699,37.583697,4
2,0,0.0,2829.209743417204,1,1,6.5,30,6,0,0,10850000,42,1.0,55.731075,37.629816,2
3,1,1.0,3716.069853090493,1,1,–,1,9,0,0,1730000,194.2,1.0,55.722142,37.618569,5
4,0,,4079.27936420631,1,3,–,22.7,6,1,,4403057,22.7,1.0,55.775753,37.671938,1
5,0,,4079.27936420631,1,2,–,17.3,6,1,,4585315,17.3,1.0,55.775753,37.671938,1
6,0,1.0,4079.27936420631,1,2,–,10,6,1,5,4814581,17.3,1.0,55.775753,37.671938,1
7,0,1.0,4124.346867407559,1,2,–,17.3,5,0,6,4814581,17.3,1.0,55.776294,37.672163,1
8,0,,4491.400014214087,1,1,7,20,4,0,9,5300000,32,1.0,55.730101,37.673214,1
9,0,1.0,4079.27936420631,1,5,–,10,6,1,5,5377566,18.3,1.0,55.775753,37.671938,1
10,0,1.0,4124.346867407559,1,2,–,23.7,5,0,6,5496232,23.7,1.0,55.776294,37.672163,1
11,0,,4079.27936420631,1,2,–,23.7,6,1,,5496232,23.7,1.0,55.775753,37.671938,1
12,1,,5009.252172431727,1,1,9.6,20,10,0,1,5550000,37.4,1.0,55.775793,37.689042,1
13,1,1.0,5946.396384580566,1,3,6,16,,0,5,5999000,30,,55.756356,37.522477,1
14,0,,5918.272658376745,1,1,10,20,13,0,1,6000000,35,1.0,55.753387,37.522998,1
15,1,0.0,4221.847929077985,1,1,9.6,20.1,10,0,2,6000000,35.1,0.0,55.737988,37.677301,1
16,1,1.0,4036.161279049734,1,2,8,21,12,0,5,6100000,34,1.0,55.770613,37.558796,1
17,1,0.0,4221.847929077985,1,1,10,20,10,0,2,6100000,36,1.0,55.737988,37.677301,1
18,0,1.0,4079.27936420631,1,4,–,15,6,1,4,6258687,25.5,1.0,55.775753,37.671938,1
19,0,,4079.27936420631,1,4,–,25.5,6,1,,6258687,25.5,1.0,55.775753,37.671938,1
20,0,,4079.27936420631,1,2,–,32.6,6,1,,6285999,32.6,1.0,55.775753,37.671938,1
21,0,1.0,4079.27936420631,1,3,–,17,6,1,4,6325576,30,1.0,55.775753,37.671938,1
22,0,1.0,4101.4864724919,1,3,–,29.5,5,0,6,6325576,29.5,1.0,55.775824,37.67228,1
23,0,,4079.27936420631,1,3,–,22.3,6,1,,6355668,22.3,1.0,55.775753,37.671938,1
24,0,1.0,4079.27936420631,1,3,–,18,6,1,4,6437035,33.5,1.0,55.775753,37.671938,1
25,0,1.0,4079.27936420631,1,4,–,16,6,1,4,6449418,28.5,1.0,55.775753,37.671938,1
26,0,,4079.27936420631,1,4,–,29.5,6,1,,6449418,29.5,1.0,55.775753,37.671938,1
27,0,,4079.27936420631,1,3,–,28.2,6,1,,6467402,28.2,1.0,55.775753,37.671938,1
28,0,1.0,3065.5629435769733,1,3,–,–,7,0,7,102615604,179,1.0,55.734709,37.585449,4
29,0,,3898.576660067124,1,5,–,–,8,0,1,129000000,138.4,1.0,55.730426,37.574067,3
30,0,1.0,3995.460157622667,1,8,22.3,50,10,0,2,45900000,102,1.0,55.76057,37.680733,4
31,1,1.0,3716.069853090493,1,1,–,1,9,0,0,1730000,194.2,1.0,55.722142,37.618569,5
32,0,,4079.27936420631,1,3,–,22.7,6,1,,4403057,22.7,1.0,55.775753,37.671938,1
33,0,,4079.27936420631,1,2,–,17.3,6,1,,4585315,17.3,1.0,55.775753,37.671938,1
34,0,1.0,4079.27936420631,1,2,–,10,6,1,5,4814581,17.3,1.0,55.775753,37.671938,1
35,0,1.0,4124.346867407559,1,2,–,17.3,5,0,6,4814581,17.3,1.0,55.776294,37.672163,1
36,0,,4491.400014214087,1,1,7,20,4,0,9,5300000,32,1.0,55.730101,37.673214,1
37,0,1.0,4079.27936420631,1,5,–,10,6,1,5,5377566,18.3,1.0,55.775753,37.671938,1
38,0,1.0,4124.346867407559,1,2,–,23.7,5,0,6,5496232,23.7,1.0,55.776294,37.672163,1
39,0,,4079.27936420631,1,2,–,23.7,6,1,,5496232,23.7,1.0,55.775753,37.671938,1
40,1,,5009.252172431727,1,1,9.6,20,10,0,1,5550000,37.4,1.0,55.775793,37.689042,1
41,1,1.0,5946.396384580566,1,3,6,16,,0,5,5999000,30,,55.756356,37.522477,1
42,0,,5918.272658376745,1,1,10,20,13,0,1,6000000,35,1.0,55.753387,37.522998,1
43,1,0.0,4221.847929077985,1,1,9.6,20.1,10,0,2,6000000,35.1,0.0,55.737988,37.677301,1
44,1,1.0,4036.161279049734,1,2,8,21,12,0,5,6100000,34,1.0,55.770613,37.558796,1
45,1,0.0,4221.847929077985,1,1,10,20,10,0,2,6100000,36,1.0,55.737988,37.677301,1
46,0,1.0,4079.27936420631,1,4,–,15,6,1,4,6258687,25.5,1.0,55.775753,37.671938,1
47,0,,4079.27936420631,1,4,–,25.5,6,1,,6258687,25.5,1.0,55.775753,37.671938,1
48,0,,4079.27936420631,1,2,–,32.6,6,1,,6285999,32.6,1.0,55.775753,37.671938,1
49,0,1.0,4079.27936420631,1,3,–,17,6,1,4,6325576,30,1.0,55.775753,37.671938,1
50,0,1.0,4101.4864724919,1,3,–,29.5,5,0,6,6325576,29.5,1.0,55.775824,37.67228,1
51,0,,4079.27936420631,1,3,–,22.3,6,1,,6355668,22.3,1.0,55.775753,37.671938,1
52,0,1.0,4079.27936420631,1,3,–,18,6,1,4,6437035,33.5,1.0,55.775753,37.671938,1
53,0,1.0,4079.27936420631,1,4,–,16,6,1,4,6449418,28.5,1.0,55.775753,37.671938,1
54,0,,4079.27936420631,1,4,–,29.5,6,1,,6449418,29.5,1.0,55.775753,37.671938,1
55,0,,4079.27936420631,1,3,–,28.2,6,1,,6467402,28.2,1.0,55.775753,37.671938,1
56,0,1.0,2360.696539441641,1,6,5.7,42.9,3,1,1,38213175,65,1.0,55.770973,37.591557,2
57,1,1.0,2518.8624902009983,1,3,12.1,66.8,2,0,7,93000000,142,1.0,55.750038,37.57846,3
58,1,,2096.846068722987,1,1,–,300,5,0,3,573627600,475,1.0,55.750788,37.58508,
59,1,1.0,3716.069853090493,1,1,–,1,9,0,0,1730000,194.2,1.0,55.722142,37.618569,5
60,0,,4079.27936420631,1,3,–,22.7,6,1,,4403057,22.7,1.0,55.775753,37.671938,1
61,0,,4079.27936420631,1,2,–,17.3,6,1,,4585315,17.3,1.0,55.775753,37.671938,1
62,0,1.0,4079.27936420631,1,2,–,10,6,1,5,4814581,17.3,1.0,55.775753,37.671938,1
63,0,1.0,4124.346867407559,1,2,–,17.3,5,0,6,4814581,17.3,1.0,55.776294,37.672163,1
64,0,,4491.400014214087,1,1,7,20,4,0,9,5300000,32,1.0,55.730101,37.673214,1
65,0,1.0,4079.27936420631,1,5,–,10,6,1,5,5377566,18.3,1.0,55.775753,37.671938,1
66,0,1.0,4124.346867407559,1,2,–,23.7,5,0,6,5496232,23.7,1.0,55.776294,37.672163,1
67,0,,4079.27936420631,1,2,–,23.7,6,1,,5496232,23.7,1.0,55.775753,37.671938,1
68,1,,5009.252172431727,1,1,9.6,20,10,0,1,5550000,37.4,1.0,55.775793,37.689042,1
69,1,1.0,5946.396384580566,1,3,6,16,,0,5,5999000,30,,55.756356,37.522477,1
70,0,,5918.272658376745,1,1,10,20,13,0,1,6000000,35,1.0,55.753387,37.522998,1
71,1,0.0,4221.847929077985,1,1,9.6,20.1,10,0,2,6000000,35.1,0.0,55.737988,37.677301,1
72,1,1.0,4036.161279049734,1,2,8,21,12,0,5,6100000,34,1.0,55.770613,37.558796,1
73,1,0.0,4221.847929077985,1,1,10,20,10,0,2,6100000,36,1.0,55.737988,37.677301,1
74,0,1.0,4079.27936420631,1,4,–,15,6,1,4,6258687,25.5,1.0,55.775753,37.671938,1
75,0,,4079.27936420631,1,4,–,25.5,6,1,,6258687,25.5,1.0,55.775753,37.671938,1
76,0,,4079.27936420631,1,2,–,32.6,6,1,,6285999,32.6,1.0,55.775753,37.671938,1
77,0,1.0,4079.27936420631,1,3,–,17,6,1,4,6325576,30,1.0,55.775753,37.671938,1
78,0,1.0,4101.4864724919,1,3,–,29.5,5,0,6,6325576,29.5,1.0,55.775824,37.67228,1
79,0,,4079.27936420631,1,3,–,22.3,6,1,,6355668,22.3,1.0,55.775753,37.671938,1
80,0,1.0,4079.27936420631,1,3,–,18,6,1,4,6437035,33.5,1.0,55.775753,37.671938,1
81,0,1.0,4079.27936420631,1,4,–,16,6,1,4,6449418,28.5,1.0,55.775753,37.671938,1
82,0,,4079.27936420631,1,4,–,29.5,6,1,,6449418,29.5,1.0,55.775753,37.671938,1
83,0,,4079.27936420631,1,3,–,28.2,6,1,,6467402,28.2,1.0,55.775753,37.671938,1
84,0,1.0,999.4509267710232,1,6,–,100,5,0,6,71703450,125,1.0,55.749983,37.604969,4
85,0,1.0,2436.0744916985677,1,5,17,84,5,0,7,69999999,126.6,1.0,55.733695,37.620052,3
86,1,1.0,2074.8352000773243,1,3,10,18,6,1,8,18356000,48.8,1.0,55.770208,37.638036,1
87,1,1.0,3716.069853090493,1,1,–,1,9,0,0,1730000,194.2,1.0,55.722142,37.618569,5
88,0,,4079.27936420631,1,3,–,22.7,6,1,,4403057,22.7,1.0,55.775753,37.671938,1
89,0,,4079.27936420631,1,2,–,17.3,6,1,,4585315,17.3,1.0,55.775753,37.671938,1
90,0,1.0,4079.27936420631,1,2,–,10,6,1,5,4814581,17.3,1.0,55.775753,37.671938,1
91,0,1.0,4124.346867407559,1,2,–,17.3,5,0,6,4814581,17.3,1.0,55.776294,37.672163,1
92,0,,4491.400014214087,1,1,7,20,4,0,9,5300000,32,1.0,55.730101,37.673214,1
93,0,1.0,4079.27936420631,1,5,–,10,6,1,5,5377566,18.3,1.0,55.775753,37.671938,1
94,0,1.0,4124.346867407559,1,2,–,23.7,5,0,6,5496232,23.7,1.0,55.776294,37.672163,1
95,0,,4079.27936420631,1,2,–,23.7,6,1,,5496232,23.7,1.0,55.775753,37.671938,1
96,1,,5009.252172431727,1,1,9.6,20,10,0,1,5550000,37.4,1.0,55.775793,37.689042,1
97,1,1.0,5946.396384580566,1,3,6,16,,0,5,5999000,30,,55.756356,37.522477,1
98,0,,5918.272658376745,1,1,10,20,13,0,1,6000000,35,1.0,55.753387,37.522998,1
99,1,0.0,4221.847929077985,1,1,9.6,20.1,10,0,2,6000000,35.1,0.0,55.737988,37.677301,1
100,1,1.0,4036.161279049734,1,2,8,21,12,0,5,6100000,34,1.0,55.770613,37.558796,1
101,1,0.0,4221.847929077985,1,1,10,20,10,0,2,6100000,36,1.0,55.737988,37.677301,1
102,0,1.0,4079.27936420631,1,4,–,15,6,1,4,6258687,25.5,1.0,55.775753,37.671938,1
103,0,,4079.27936420631,1,4,–,25.5,6,1,,6258687,25.5,1.0,55.775753,37.671938,1
104,0,,4079.27936420631,1,2,–,32.6,6,1,,6285999,32.6,1.0,55.775753,37.671938,1
105,0,1.0,4079.27936420631,1,3,–,17,6,1,4,6325576,30,1.0,55.775753,37.671938,1
106,0,1.0,4101.4864724919,1,3,–,29.5,5,0,6,6325576,29.5,1.0,55.775824,37.67228,1
107,0,,4079.27936420631,1,3,–,22.3,6,1,,6355668,22.3,1.0,55.775753,37.671938,1
108,0,1.0,4079.27936420631,1,3,–,18,6,1,4,6437035,33.5,1.0,55.775753,37.671938,1
109,0,1.0,4079.27936420631,1,4,–,16,6,1,4,6449418,28.5,1.0,55.775753,37.671938,1
110,0,,4079.27936420631,1,4,–,29.5,6,1,,6449418,29.5,1.0,55.775753,37.671938,1
111,0,,4079.27936420631,1,3,–,28.2,6,1,,6467402,28.2,1.0,55.775753,37.671938,1
112,1,,3655.2903178514553,1,1,–,136,11,0,2,191722200,216,1.0,55.736914,37.569396,5
113,0,1.0,2950.6507944528284,1,3,14,28,7,1,1,21000000,73,1.0,55.751928,37.664211,2
114,1,,2096.846068722987,1,1,–,300,5,0,3,575035200,475,1.0,55.750788,37.58508,
115,1,1.0,3716.069853090493,1,1,–,1,9,0,0,1730000,194.2,1.0,55.722142,37.618569,5
116,0,,4079.27936420631,1,3,–,22.7,6,1,,4403057,22.7,1.0,55.775753,37.671938,1
117,0,,4079.27936420631,1,2,–,17.3,6,1,,4585315,17.3,1.0,55.775753,37.671938,1
118,0,1.0,4079.27936420631,1,2,–,10,6,1,5,4814581,17.3,1.0,55.775753,37.671938,1
119,0,1.0,4124.346867407559,1,2,–,17.3,5,0,6,4814581,17.3,1.0,55.776294,37.672163,1
120,0,,4491.400014214087,1,1,7,20,4,0,9,5300000,32,1.0,55.730101,37.673214,1
121,0,1.0,4079.27936420631,1,5,–,10,6,1,5,5377566,18.3,1.0,55.775753,37.671938,1
122,0,1.0,4124.346867407559,1,2,–,23.7,5,0,6,5496232,23.7,1.0,55.776294,37.672163,1
123,0,,4079.27936420631,1,2,–,23.7,6,1,,5496232,23.7,1.0,55.775753,37.671938,1
124,1,,5009.252172431727,1,1,9.6,20,10,0,1,5550000,37.4,1.0,55.775793,37.689042,1
125,1,1.0,5946.396384580566,1,3,6,16,,0,5,5999000,30,,55.756356,37.522477,1
126,0,,5918.272658376745,1,1,10,20,13,0,1,6000000,35,1.0,55.753387,37.522998,1
127,1,0.0,4221.847929077985,1,1,9.6,20.1,10,0,2,6000000,35.1,0.0,55.737988,37.677301,1
128,1,1.0,4036.161279049734,1,2,8,21,12,0,5,6100000,34,1.0,55.770613,37.558796,1
129,1,0.0,4221.847929077985,1,1,10,20,10,0,2,6100000,36,1.0,55.737988,37.677301,1
130,0,1.0,4079.27936420631,1,4,–,15,6,1,4,6258687,25.5,1.0,55.775753,37.671938,1
131,0,,4079.27936420631,1,4,–,25.5,6,1,,6258687,25.5,1.0,55.775753,37.671938,1
132,0,,4079.27936420631,1,2,–,32.6,6,1,,6285999,32.6,1.0,55.775753,37.671938,1
133,0,1.0,4079.27936420631,1,3,–,17,6,1,4,6325576,30,1.0,55.775753,37.671938,1
134,0,1.0,4101.4864724919,1,3,–,29.5,5,0,6,6325576,29.5,1.0,55.775824,37.67228,1
135,0,,4079.27936420631,1,3,–,22.3,6,1,,6355668,22.3,1.0,55.775753,37.671938,1
136,0,1.0,4079.27936420631,1,3,–,18,6,1,4,6437035,33.5,1.0,55.775753,37.671938,1
137,0,1.0,4079.27936420631,1,4,–,16,6,1,4,6449418,28.5,1.0,55.775753,37.671938,1
138,0,,4079.27936420631,1,4,–,29.5,6,1,,6449418,29.5,1.0,55.775753,37.671938,1
139,0,,4079.27936420631,1,3,–,28.2,6,1,,6467402,28.2,1.0,55.775753,37.671938,1
140,1,,3636.956049448371,1,1,–,–,15,1,1,24560666,69.7,1.0,55.722868,37.615472,1
141,0,1.0,2074.8352000773243,1,3,–,76.6,7,1,8,27876000,76.6,0.0,55.770208,37.638036,2
142,0,,2564.5376967741186,1,2,–,–,7,1,7,86132500,132.0,1.0,55.732498,37.61839,4
143,1,1.0,3716.069853090493,1,1,–,1,9,0,0,1730000,194.2,1.0,55.722142,37.618569,5
144,0,,4079.27936420631,1,3,–,22.7,6,1,,4403057,22.7,1.0,55.775753,37.671938,1
145,0,,4079.27936420631,1,2,–,17.3,6,1,,4585315,17.3,1.0,55.775753,37.671938,1
146,0,1.0,4079.27936420631,1,2,–,10,6,1,5,4814581,17.3,1.0,55.775753,37.671938,1
147,0,1.0,4124.346867407559,1,2,–,17.3,5,0,6,4814581,17.3,1.0,55.776294,37.672163,1
148,0,,4491.400014214087,1,1,7,20,4,0,9,5300000,32,1.0,55.730101,37.673214,1
149,0,1.0,4079.27936420631,1,5,–,10,6,1,5,5377566,18.3,1.0,55.775753,37.671938,1
150,0,1.0,4124.346867407559,1,2,–,23.7,5,0,6,5496232,23.7,1.0,55.776294,37.672163,1
151,0,,4079.27936420631,1,2,–,23.7,6,1,,5496232,23.7,1.0,55.775753,37.671938,1
152,1,,5009.252172431727,1,1,9.6,20,10,0,1,5550000,37.4,1.0,55.775793,37.689042,1
153,1,1.0,5946.396384580566,1,3,6,16,,0,5,5999000,30,,55.756356,37.522477,1
154,0,,5918.272658376745,1,1,10,20,13,0,1,6000000,35,1.0,55.753387,37.522998,1
155,1,0.0,4221.847929077985,1,1,9.6,20.1,10,0,2,6000000,35.1,0.0,55.737988,37.677301,1
156,1,1.0,4036.161279049734,1,2,8,21,12,0,5,6100000,34,1.0,55.770613,37.558796,1
157,1,0.0,4221.847929077985,1,1,10,20,10,0,2,6100000,36,1.0,55.737988,37.677301,1
158,0,1.0,4079.27936420631,1,4,–,15,6,1,4,6258687,25.5,1.0,55.775753,37.671938,1
159,0,,4079.27936420631,1,4,–,25.5,6,1,,6258687,25.5,1.0,55.775753,37.671938,1
160,0,,4079.27936420631,1,2,–,32.6,6,1,,6285999,32.6,1.0,55.775753,37.671938,1
161,0,1.0,4079.27936420631,1,3,–,17,6,1,4,6325576,30,1.0,55.775753,37.671938,1
162,0,1.0,4101.4864724919,1,3,–,29.5,5,0,6,6325576,29.5,1.0,55.775824,37.67228,1
163,0,,4079.27936420631,1,3,–,22.3,6,1,,6355668,22.3,1.0,55.775753,37.671938,1
164,0,1.0,4079.27936420631,1,3,–,18,6,1,4,6437035,33.5,1.0,55.775753,37.671938,1
165,0,1.0,4079.27936420631,1,4,–,16,6,1,4,6449418,28.5,1.0,55.775753,37.671938,1
166,0,,4079.27936420631,1,4,–,29.5,6,1,,6449418,29.5,1.0,55.775753,37.671938,1
167,0,,4079.27936420631,1,3,–,28.2,6,1,,6467402,28.2,1.0,55.775753,37.671938,1
168,1,1.0,4141.504511972851,1,6,18,32.5,7,0,1,50000000,78.5,1.0,55.726208,37.576762,2
169,0,,4941.592210179314,1,1,9.5,31,10,0,1,10200000,51,1.0,55.776846,37.686841,2
170,0,,3295.4448147359903,1,2,–,35,15,1,7,19723264,54.4,1.0,55.764951,37.667456,2
171,1,1.0,3716.069853090493,1,1,–,1,9,0,0,1730000,194.2,1.0,55.722142,37.618569,5
172,0,,4079.27936420631,1,3,–,22.7,6,1,,4403057,22.7,1.0,55.775753,37.671938,1
173,0,,4079.27936420631,1,2,–,17.3,6,1,,4585315,17.3,1.0,55.775753,37.671938,1
174,0,1.0,4079.27936420631,1,2,–,10,6,1,5,4814581,17.3,1.0,55.775753,37.671938,1
175,0,1.0,4124.346867407559,1,2,–,17.3,5,0,6,4814581,17.3,1.0,55.776294,37.672163,1
176,0,,4491.400014214087,1,1,7,20,4,0,9,5300000,32,1.0,55.730101,37.673214,1
177,0,1.0,4079.27936420631,1,5,–,10,6,1,5,5377566,18.3,1.0,55.775753,37.671938,1
178,0,1.0,4124.346867407559,1,2,–,23.7,5,0,6,5496232,23.7,1.0,55.776294,37.672163,1
179,0,,4079.27936420631,1,2,–,23.7,6,1,,5496232,23.7,1.0,55.775753,37.671938,1
180,1,,5009.252172431727,1,1,9.6,20,10,0,1,5550000,37.4,1.0,55.775793,37.689042,1
181,1,1.0,5946.396384580566,1,3,6,16,,0,5,5999000,30,,55.756356,37.522477,1
182,0,,5918.272658376745,1,1,10,20,13,0,1,6000000,35,1.0,55.753387,37.522998,1
183,1,0.0,4221.847929077985,1,1,9.6,20.1,10,0,2,6000000,35.1,0.0,55.737988,37.677301,1
184,1,1.0,4036.161279049734,1,2,8,21,12,0,5,6100000,34,1.0,55.770613,37.558796,1
185,1,0.0,4221.847929077985,1,1,10,20,10,0,2,6100000,36,1.0,55.737988,37.677301,1
186,0,1.0,4079.27936420631,1,4,–,15,6,1,4,6258687,25.5,1.0,55.775753,37.671938,1
187,0,,4079.27936420631,1,4,–,25.5,6,1,,6258687,25.5,1.0,55.775753,37.671938,1
188,0,,4079.27936420631,1,2,–,32.6,6,1,,6285999,32.6,1.0,55.775753,37.671938,1
189,0,1.0,4079.27936420631,1,3,–,17,6,1,4,6325576,30,1.0,55.775753,37.671938,1
190,0,1.0,4101.4864724919,1,3,–,29.5,5,0,6,6325576,29.5,1.0,55.775824,37.67228,1
191,0,,4079.27936420631,1,3,–,22.3,6,1,,6355668,22.3,1.0,55.775753,37.671938,1
192,0,1.0,4079.27936420631,1,3,–,18,6,1,4,6437035,33.5,1.0,55.775753,37.671938,1
193,0,1.0,4079.27936420631,1,4,–,16,6,1,4,6449418,28.5,1.0,55.775753,37.671938,1
194,0,,4079.27936420631,1,4,–,29.5,6,1,,6449418,29.5,1.0,55.775753,37.671938,1
195,0,,4079.27936420631,1,3,–,28.2,6,1,,6467402,28.2,1.0,55.775753,37.671938,1
196,0,,2961.343411015125,1,2,11.1,124,12,0,5,219890580,164,1.0,55.738449,37.581236,4
197,1,,2930.641144630727,1,7,11,65,2,0,1,78000000,123,1.0,55.779859,37.599372,3
198,1,,4082.127613354908,1,3,20,69,4,0,1,104814510,127,1.0,55.727217,37.576043,3
199,1,1.0,3716.069853090493,1,1,–,1,9,0,0,1730000,194.2,1.0,55.722142,37.618569,5
200,0,,4079.27936420631,1,3,–,22.7,6,1,,4403057,22.7,1.0,55.775753,37.671938,1
201,0,,4079.27936420631,1,2,–,17.3,6,1,,4585315,17.3,1.0,55.775753,37.671938,1
202,0,1.0,4079.27936420631,1,2,–,10,6,1,5,4814581,17.3,1.0,55.775753,37.671938,1
203,0,1.0,4124.346867407559,1,2,–,17.3,5,0,6,4814581,17.3,1.0,55.776294,37.672163,1
204,0,,4491.400014214087,1,1,7,20,4,0,9,5300000,32,1.0,55.730101,37.673214,1
205,0,1.0,4079.27936420631,1,5,–,10,6,1,5,5377566,18.3,1.0,55.775753,37.671938,1
206,0,1.0,4124.346867407559,1,2,–,23.7,5,0,6,5496232,23.7,1.0,55.776294,37.672163,1
207,0,,4079.27936420631,1,2,–,23.7,6,1,,5496232,23.7,1.0,55.775753,37.671938,1
208,1,,5009.252172431727,1,1,9.6,20,10,0,1,5550000,37.4,1.0,55.775793,37.689042,1
209,1,1.0,5946.396384580566,1,3,6,16,,0,5,5999000,30,,55.756356,37.522477,1
210,0,,5918.272658376745,1,1,10,20,13,0,1,6000000,35,1.0,55.753387,37.522998,1
211,1,0.0,4221.847929077985,1,1,9.6,20.1,10,0,2,6000000,35.1,0.0,55.737988,37.677301,1
212,1,1.0,4036.161279049734,1,2,8,21,12,0,5,6100000,34,1.0,55.770613,37.558796,1
213,1,0.0,4221.847929077985,1,1,10,20,10,0,2,6100000,36,1.0,55.737988,37.677301,1
214,0,1.0,4079.27936420631,1,4,–,15,6,1,4,6258687,25.5,1.0,55.775753,37.671938,1
215,0,,4079.27936420631,1,4,–,25.5,6,1,,6258687,25.5,1.0,55.775753,37.671938,1
216,0,,4079.27936420631,1,2,–,32.6,6,1,,6285999,32.6,1.0,55.775753,37.671938,1
217,0,1.0,4079.27936420631,1,3,–,17,6,1,4,6325576,30,1.0,55.775753,37.671938,1
218,0,1.0,4101.4864724919,1,3,–,29.5,5,0,6,6325576,29.5,1.0,55.775824,37.67228,1
219,0,,4079.27936420631,1,3,–,22.3,6,1,,6355668,22.3,1.0,55.775753,37.671938,1
220,0,1.0,4079.27936420631,1,3,–,18,6,1,4,6437035,33.5,1.0,55.775753,37.671938,1
221,0,1.0,4079.27936420631,1,4,–,16,6,1,4,6449418,28.5,1.0,55.775753,37.671938,1
222,0,,4079.27936420631,1,4,–,29.5,6,1,,6449418,29.5,1.0,55.775753,37.671938,1
223,0,,4079.27936420631,1,3,–,28.2,6,1,,6467402,28.2,1.0,55.775753,37.671938,1
224,1,1.0,3701.8634166153915,1,9,16,94.5,10,0,1,93692508,142,1.0,55.734973,37.571013,3
225,0,1.0,2377.4141305753087,1,2,–,70,7,0,1,62500000,122.6,1.0,55.774472,37.599786,3
226,0,1.0,2073.0711676124624,1,1,20,140,3,0,3,141344000,176.7,1.0,55.768324,37.593354,4
227,1,1.0,3716.069853090493,1,1,–,1,9,0,0,1730000,194.2,1.0,55.722142,37.618569,5
228,0,,4079.27936420631,1,3,–,22.7,6,1,,4403057,22.7,1.0,55.775753,37.671938,1
229,0,,4079.27936420631,1,2,–,17.3,6,1,,4585315,17.3,1.0,55.775753,37.671938,1
230,0,1.0,4079.27936420631,1,2,–,10,6,1,5,4814581,17.3,1.0,55.775753,37.671938,1
231,0,1.0,4124.346867407559,1,2,–,17.3,5,0,6,4814581,17.3,1.0,55.776294,37.672163,1
232,0,,4491.400014214087,1,1,7,20,4,0,9,5300000,32,1.0,55.730101,37.673214,1
233,0,1.0,4079.27936420631,1,5,–,10,6,1,5,5377566,18.3,1.0,55.775753,37.671938,1
234,0,1.0,4124.346867407559,1,2,–,23.7,5,0,6,5496232,23.7,1.0,55.776294,37.672163,1
235,0,,4079.27936420631,1,2,–,23.7,6,1,,5496232,23.7,1.0,55.775753,37.671938,1
236,1,,5009.252172431727,1,1,9.6,20,10,0,1,5550000,37.4,1.0,55.775793,37.689042,1
237,1,1.0,5946.396384580566,1,3,6,16,,0,5,5999000,30,,55.756356,37.522477,1
238,0,,5918.272658376745,1,1,10,20,13,0,1,6000000,35,1.0,55.753387,37.522998,1
239,1,0.0,4221.847929077985,1,1,9.6,20.1,10,0,2,6000000,35.1,0.0,55.737988,37.677301,1
240,1,1.0,4036.161279049734,1,2,8,21,12,0,5,6100000,34,1.0,55.770613,37.558796,1
241,1,0.0,4221.847929077985,1,1,10,20,10,0,2,6100000,36,1.0,55.737988,37.677301,1
242,0,1.0,4079.27936420631,1,4,–,15,6,1,4,6258687,25.5,1.0,55.775753,37.671938,1
243,0,,4079.27936420631,1,4,–,25.5,6,1,,6258687,25.5,1.0,55.775753,37.671938,1
244,0,,4079.27936420631,1,2,–,32.6,6,1,,6285999,32.6,1.0,55.775753,37.671938,1
245,0,1.0,4079.27936420631,1,3,–,17,6,1,4,6325576,30,1.0,55.775753,37.671938,1
246,0,1.0,4101.4864724919,1,3,–,29.5,5,0,6,6325576,29.5,1.0,55.775824,37.67228,1
247,0,,4079.27936420631,1,3,–,22.3,6,1,,6355668,22.3,1.0,55.775753,37.671938,1
248,0,1.0,4079.27936420631,1,3,–,18,6,1,4,6437035,33.5,1.0,55.775753,37.671938,1
249,0,1.0,4079.27936420631,1,4,–,16,6,1,4,6449418,28.5,1.0,55.775753,37.671938,1
250,0,,4079.27936420631,1,4,–,29.5,6,1,,6449418,29.5,1.0,55.775753,37.671938,1
251,0,,4079.27936420631,1,3,–,28.2,6,1,,6467402,28.2,1.0,55.775753,37.671938,1
252,1,1.0,1229.618055264484,1,5,20,100,5,0,5,44900000,133,1.0,55.761011,37.634595,2
253,1,1.0,4177.9299880983135,1,6,19,106,5,0,1,138817879,163,1.0,55.726893,37.574345,4
254,0,,4079.27936420631,1,1,–,15.9,6,1,,4116245,15.9,1.0,55.775753,37.671938,1
255,1,1.0,3716.069853090493,1,1,–,1,9,0,0,1730000,194.2,1.0,55.722142,37.618569,5
256,0,,4079.27936420631,1,3,–,22.7,6,1,,4403057,22.7,1.0,55.775753,37.671938,1
257,0,,4079.27936420631,1,2,–,17.3,6,1,,4585315,17.3,1.0,55.775753,37.671938,1
258,0,1.0,4079.27936420631,1,2,–,10,6,1,5,4814581,17.3,1.0,55.775753,37.671938,1
259,0,1.0,4124.346867407559,1,2,–,17.3,5,0,6,4814581,17.3,1.0,55.776294,37.672163,1
260,0,,4491.400014214087,1,1,7,20,4,0,9,5300000,32,1.0,55.730101,37.673214,1
261,0,1.0,4079.27936420631,1,5,–,10,6,1,5,5377566,18.3,1.0,55.775753,37.671938,1
262,0,1.0,4124.346867407559,1,2,–,23.7,5,0,6,5496232,23.7,1.0,55.776294,37.672163,1
